word,target_word,ambiguity_type,cosine_M1,cosine_M2,cosine_diff_M1_M2,model
act,act,Polysemy,0.0155068039894104,0.03399509750306606,-0.018488293513655663,EleutherAI/pythia-2.8b
appeal,appeal,Polysemy,0.0081587303429842,0.02995186159387231,-0.02179313125088811,EleutherAI/pythia-2.8b
atmosphere,atmosphere,Polysemy,0.06579679064452648,0.06542220991104841,0.0003745807334780693,EleutherAI/pythia-2.8b
bail,bailed,Homonymy,0.03929094225168228,0.035210223868489265,0.004080718383193016,EleutherAI/pythia-2.8b
band,band,Homonymy,-0.006021812558174133,0.07129586860537529,-0.07731768116354942,EleutherAI/pythia-2.8b
bank,banked,Homonymy,0.04462277656421065,0.14123531430959702,-0.09661253774538636,EleutherAI/pythia-2.8b
barrier,barrier,Polysemy,0.008924396359361708,0.022977177053689957,-0.014052780694328249,EleutherAI/pythia-2.8b
bat,bat,Homonymy,0.056121391244232655,0.08438073843717575,-0.028259347192943096,EleutherAI/pythia-2.8b
beam,beam,Polysemy,0.15682917833328247,0.00785977952182293,0.14896939881145954,EleutherAI/pythia-2.8b
block,block,Polysemy,0.02203729748725891,-0.004127270774915814,0.026164568262174726,EleutherAI/pythia-2.8b
blood,blood,Polysemy,0.025521045550704002,0.03515619784593582,-0.00963515229523182,EleutherAI/pythia-2.8b
board,board,Polysemy,0.0745902918279171,0.09380638226866722,-0.019216090440750122,EleutherAI/pythia-2.8b
book,book,Polysemy,0.08715800195932388,0.032130167819559574,0.05502783413976431,EleutherAI/pythia-2.8b
break,broke,Polysemy,0.02175059262663126,0.009269867558032274,0.012480725068598986,EleutherAI/pythia-2.8b
breakfast,breakfast,Polysemy,0.05117524694651365,0.04364837892353535,0.007526868022978306,EleutherAI/pythia-2.8b
call,called,Polysemy,0.003144294023513794,-0.0004418168682605028,0.0035861108917742968,EleutherAI/pythia-2.8b
cape,cape,Homonymy,0.037962963338941336,0.016029718797653913,0.021933244541287422,EleutherAI/pythia-2.8b
case,case,Homonymy,0.01166374608874321,0.05766902677714825,-0.04600528068840504,EleutherAI/pythia-2.8b
cast,cast,Polysemy,0.033729448448866606,0.027761838398873806,0.0059676100499928,EleutherAI/pythia-2.8b
cause,cause,Polysemy,0.018445216584950686,0.04325254261493683,-0.024807326029986143,EleutherAI/pythia-2.8b
cell,cell,Polysemy,0.08217058330774307,0.09155447781085968,-0.009383894503116608,EleutherAI/pythia-2.8b
charm,charm,Polysemy,0.02195953077170998,0.037731485441327095,-0.015771954669617116,EleutherAI/pythia-2.8b
check,checked,Polysemy,-0.009046949446201324,0.021097647957503796,-0.03014459740370512,EleutherAI/pythia-2.8b
chicken,chicken,Polysemy,0.056734850630164146,0.06381481699645519,-0.007079966366291046,EleutherAI/pythia-2.8b
class,class,Polysemy,0.025653379037976265,-0.015204015653580427,0.04085739469155669,EleutherAI/pythia-2.8b
clear,cleared,Polysemy,0.028853677213191986,0.010439053643494844,0.01841462356969714,EleutherAI/pythia-2.8b
clip,clip,Homonymy,0.161587443202734,0.022438332438468933,0.13914911076426506,EleutherAI/pythia-2.8b
clog,clogged,Polysemy,0.011006154119968414,0.06291397660970688,-0.051907822489738464,EleutherAI/pythia-2.8b
cold,cold,Polysemy,0.23741818219423294,0.03614708036184311,0.20127110183238983,EleutherAI/pythia-2.8b
column,column,Polysemy,-0.01772119104862213,0.005558043718338013,-0.023279234766960144,EleutherAI/pythia-2.8b
company,company,Polysemy,0.0845818743109703,0.010425512911751866,0.07415636139921844,EleutherAI/pythia-2.8b
cone,cone,Polysemy,0.00976232928223908,0.04315919056534767,-0.03339686128310859,EleutherAI/pythia-2.8b
contribution,contribution,Polysemy,0.05370358191430569,0.01732494030147791,0.03637864161282778,EleutherAI/pythia-2.8b
count,count,Homonymy,0.03777791280299425,0.02348131174221635,0.014296601060777903,EleutherAI/pythia-2.8b
course,course,Polysemy,0.05930495820939541,0.035434209275990725,0.023870748933404684,EleutherAI/pythia-2.8b
cross,crossed,Polysemy,0.017697175848297775,0.02642199397087097,-0.008724818122573197,EleutherAI/pythia-2.8b
date,date,Polysemy,-0.011117544025182724,0.07406268641352654,-0.08518023043870926,EleutherAI/pythia-2.8b
degree,degrees,Polysemy,0.04249959625303745,0.07737400196492672,-0.03487440571188927,EleutherAI/pythia-2.8b
design,design,Polysemy,0.05536665581166744,0.14301154017448425,-0.08764488436281681,EleutherAI/pythia-2.8b
dinner,dinner,Polysemy,0.05630615632981062,0.061017464846372604,-0.004711308516561985,EleutherAI/pythia-2.8b
drain,drained,Polysemy,-0.011187565512955189,0.06901310756802559,-0.08020067308098078,EleutherAI/pythia-2.8b
draw,drew,Polysemy,0.017293541692197323,0.03343281242996454,-0.01613927073776722,EleutherAI/pythia-2.8b
dream,dream,Polysemy,-0.0049061244353652,0.09389166533946991,-0.09879778977483511,EleutherAI/pythia-2.8b
drill,drill,Homonymy,0.027947425842285156,0.031319014728069305,-0.003371588885784149,EleutherAI/pythia-2.8b
examination,examination,Polysemy,0.039144085720181465,0.052403565496206284,-0.013259479776024818,EleutherAI/pythia-2.8b
fan,fan,Homonymy,-0.0015355395153164864,0.042649708688259125,-0.04418524820357561,EleutherAI/pythia-2.8b
file,file,Homonymy,0.13417421281337738,0.011712293606251478,0.1224619192071259,EleutherAI/pythia-2.8b
film,film,Polysemy,0.04719672631472349,0.02394901029765606,0.023247716017067432,EleutherAI/pythia-2.8b
fix,fixed,Polysemy,0.022661925293505192,0.027444091625511646,-0.0047821663320064545,EleutherAI/pythia-2.8b
foundation,foundation,Polysemy,0.07435889914631844,0.052212939132004976,0.02214596001431346,EleutherAI/pythia-2.8b
function,function,Polysemy,0.050857994705438614,0.057035766541957855,-0.006177771836519241,EleutherAI/pythia-2.8b
ground,ground,Polysemy,0.04117966187186539,0.05762910656630993,-0.016449444694444537,EleutherAI/pythia-2.8b
guard,guard,Polysemy,0.09543175250291824,0.015375821385532618,0.08005593111738563,EleutherAI/pythia-2.8b
guide,guide,Polysemy,0.003480352461338043,0.06955660879611969,-0.06607625633478165,EleutherAI/pythia-2.8b
hail,hailed,Polysemy,0.0381336584687233,0.0069779870100319386,0.03115567145869136,EleutherAI/pythia-2.8b
home,home,Polysemy,0.07499475032091141,0.04525441862642765,0.029740331694483757,EleutherAI/pythia-2.8b
intelligence,intelligence,Polysemy,0.02686061104759574,0.10148728266358376,-0.07462667161598802,EleutherAI/pythia-2.8b
issue,issue,Polysemy,0.036381520330905914,0.010491868481040001,0.025889651849865913,EleutherAI/pythia-2.8b
jam,jam,Homonymy,0.05804658867418766,0.0411927392706275,0.01685384940356016,EleutherAI/pythia-2.8b
key,key,Polysemy,0.04767717979848385,0.05494688078761101,-0.007269700989127159,EleutherAI/pythia-2.8b
lamb,lamb,Polysemy,0.06444281339645386,0.007500882260501385,0.05694193113595247,EleutherAI/pythia-2.8b
lap,lapped,Homonymy,0.05774782598018646,0.034928953275084496,0.022818872705101967,EleutherAI/pythia-2.8b
load,loaded,Polysemy,0.06944867223501205,0.03609722154214978,0.03335145069286227,EleutherAI/pythia-2.8b
lock,locks,Homonymy,0.03429181594401598,0.0835651345551014,-0.049273318611085415,EleutherAI/pythia-2.8b
lunch,lunch,Polysemy,0.12660903111100197,0.14145735278725624,-0.014848321676254272,EleutherAI/pythia-2.8b
market,market,Polysemy,0.044174324721097946,0.09019843488931656,-0.04602411016821861,EleutherAI/pythia-2.8b
match,match,Homonymy,0.010150895221158862,0.05381928011775017,-0.043668384896591306,EleutherAI/pythia-2.8b
medicine,medicine,Polysemy,0.06411630101501942,0.10552682727575302,-0.041410526260733604,EleutherAI/pythia-2.8b
message,message,Polysemy,0.06503040343523026,0.04061286710202694,0.024417536333203316,EleutherAI/pythia-2.8b
mold,mold,Homonymy,0.08624831959605217,0.0759103111922741,0.010338008403778076,EleutherAI/pythia-2.8b
mole,mole,Homonymy,0.01654624752700329,-0.0038362471386790276,0.020382494665682316,EleutherAI/pythia-2.8b
movement,movement,Polysemy,0.031229396350681782,0.06503825075924397,-0.03380885440856218,EleutherAI/pythia-2.8b
newspaper,newspaper,Polysemy,0.0596857275813818,0.02518247254192829,0.034503255039453506,EleutherAI/pythia-2.8b
orange,orange,Polysemy,0.03521875198930502,0.10332079231739044,-0.06810204032808542,EleutherAI/pythia-2.8b
page,page,Homonymy,0.022433745674788952,0.024432881735265255,-0.001999136060476303,EleutherAI/pythia-2.8b
palm,palm,Homonymy,0.024018006399273872,0.08371156081557274,-0.059693554416298866,EleutherAI/pythia-2.8b
panel,panel,Polysemy,0.07171661220490932,0.06168677285313606,0.010029839351773262,EleutherAI/pythia-2.8b
passage,passage,Polysemy,0.07243133708834648,0.04829278215765953,0.02413855493068695,EleutherAI/pythia-2.8b
pen,penned,Homonymy,-0.00622118660248816,0.0978572629392147,-0.10407844954170287,EleutherAI/pythia-2.8b
perch,perch,Homonymy,-0.036429641768336296,0.047891270369291306,-0.0843209121376276,EleutherAI/pythia-2.8b
pick,picked,Polysemy,0.029833069071173668,0.047177087515592575,-0.017344018444418907,EleutherAI/pythia-2.8b
pitcher,pitcher,Homonymy,0.038546858355402946,0.03318515606224537,0.0053617022931575775,EleutherAI/pythia-2.8b
poach,poached,Homonymy,0.008267497643828392,0.028165867552161217,-0.019898369908332825,EleutherAI/pythia-2.8b
port,port,Homonymy,0.05867103300988674,0.001171083189547062,0.05749994982033968,EleutherAI/pythia-2.8b
position,position,Polysemy,0.059124840423464775,0.002273967955261469,0.056850872468203306,EleutherAI/pythia-2.8b
post,post,Homonymy,-0.014967985451221466,0.033684490248560905,-0.04865247569978237,EleutherAI/pythia-2.8b
punch,punch,Homonymy,0.05527005158364773,0.023613054305315018,0.03165699727833271,EleutherAI/pythia-2.8b
pupil,pupil,Homonymy,0.07201262377202511,0.02306360099464655,0.04894902277737856,EleutherAI/pythia-2.8b
push,pushed,Polysemy,0.022290240041911602,0.040151359513401985,-0.017861119471490383,EleutherAI/pythia-2.8b
racket,racket,Homonymy,0.06435491889715195,0.06067847413942218,0.0036764447577297688,EleutherAI/pythia-2.8b
rock,rock,Homonymy,0.02163686789572239,0.15941008180379868,-0.1377732139080763,EleutherAI/pythia-2.8b
run,ran,Polysemy,0.09972682595252991,0.037882622331380844,0.06184420362114906,EleutherAI/pythia-2.8b
sage,sage,Homonymy,0.10958439484238625,0.03577009867876768,0.07381429616361856,EleutherAI/pythia-2.8b
scale,scale,Homonymy,0.03490526229143143,0.035591380670666695,-0.0006861183792352676,EleutherAI/pythia-2.8b
scene,scene,Polysemy,0.030479701468721032,0.04298372473567724,-0.01250402326695621,EleutherAI/pythia-2.8b
seal,seal,Homonymy,0.05543743818998337,0.019044424407184124,0.036393013782799244,EleutherAI/pythia-2.8b
serve,served,Polysemy,0.01881120214238763,0.036418283358216286,-0.017607081215828657,EleutherAI/pythia-2.8b
sing,sang,Polysemy,0.0999098438769579,0.05086324270814657,0.04904660116881132,EleutherAI/pythia-2.8b
spill,spilled,Polysemy,0.06483758985996246,0.01955034490674734,0.04528724495321512,EleutherAI/pythia-2.8b
stake,staked,Polysemy,0.021637405268847942,0.03404533304274082,-0.01240792777389288,EleutherAI/pythia-2.8b
stall,stalled,Polysemy,-0.0025255882646888494,0.03200033470056951,-0.03452592296525836,EleutherAI/pythia-2.8b
stay,stayed,Polysemy,0.012972150463610888,0.058415282517671585,-0.0454431320540607,EleutherAI/pythia-2.8b
tap,tapped,Homonymy,-0.0036281163338571787,0.04957963712513447,-0.05320775345899165,EleutherAI/pythia-2.8b
tape,tape,Polysemy,0.020209144218824804,0.12656117603182793,-0.10635203181300312,EleutherAI/pythia-2.8b
term,term,Polysemy,0.05070469528436661,0.04678114503622055,0.003923550248146057,EleutherAI/pythia-2.8b
tick,tick,Homonymy,0.04217405105009675,0.011389013612642884,0.030785037437453866,EleutherAI/pythia-2.8b
tip,tip,Homonymy,0.05088296823669225,0.03957524988800287,0.011307718348689377,EleutherAI/pythia-2.8b
title,title,Polysemy,0.03576566092669964,0.013767808675765991,0.021997852250933647,EleutherAI/pythia-2.8b
toast,toasted,Homonymy,0.06035979278385639,0.007811171468347311,0.05254862131550908,EleutherAI/pythia-2.8b
toll,toll,Homonymy,0.05557261407375336,0.035085726995021105,0.020486887078732252,EleutherAI/pythia-2.8b
track,tracks,Polysemy,0.08749664202332497,0.030919820070266724,0.05657682195305824,EleutherAI/pythia-2.8b
yard,yards,Homonymy,0.023993282578885555,0.016892753075808287,0.007100529503077269,EleutherAI/pythia-2.8b
